status,year,country,region,borrowerCode,borrowerType,borrowerNotGouv,financier,financeType,group,reportedValue,reportedUnit,cleanUSD,interestRate,liborRate,repayment,grace,term,purpose
Implementation,2014,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,23,USD,19,0.25,,,5.0,20,Mpila Memorial Hall
Implementation,2014,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,386,USD,328,0.25,,,5.0,20,"Brazzaville Commercial Center (""Gemini"" Twin Towers)"
Completed,2012,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,600300,XAF,1208,0.25,,,5.0,20,"National Route 1, Pointe-Noire-Brazzaville Road, Phase II (Dolisie-Brazzaville, 376km)"
Signed,2014,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,25500,XAF,47,0.25,,,5.0,20,Housing in Mpila
Signed,2014,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,70,USD,70,0.25,,,5.0,20,Social Housing in Mt. Mambou
Signed,2014,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,6,USD,6,0.25,,,5.0,20,Social Housing in Mt. Barnier
Signed,2014,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,11,USD,11,0.25,,,5.0,20,Social Housing in Ndouo
Completed,2013,Republic of Congo,CA,,,Government,Eximbank,Loan,1.0,23,USD,23,0.25,,,5.0,20,Oyo Harbor Phase 2
Completed,2006,Republic of Congo,CA,,,Government,Eximbank,CL,1.0,250,CNY,32,2,,12.0,8.0,20,MA60 Passenger Aircrafts Purchase - 3 Units
Completed,2013,Republic of Congo,CA,,,Government,CIDCA,ZIL,1.0,7500,XAF,16,0,,,,,Unknown
Implementation,2017,Republic of Congo,CA,,,Government,Eximbank,PEBC,1.0,161,USD,161,2,,15.0,5.0,20,National Telecom Phase III
Implementation,2017,Republic of Congo,CA,,,Government,Eximbank,CL,1.0,999,CNY,154,2,,15.0,5.0,20,Digital Television Migration
Completed,2013,Republic of Congo,CA,,,Government,Eximbank,CL,1.0,400,CNY,66,2,,,5.0,20,Mpila High School
Completed,2012,Republic of Congo,CA,,,Government,Eximbank,CL,1.0,28000,XAF,48,2,,,5.0,20,Mpila District in Brazzaville - Reconstruction of 200 Housing Units
Completed,2006,Republic of Congo,CA,,,Government,Eximbank,CL,1.0,63,USD,63,2,,,,,National Telecom Phase II
Signed,2014,Republic of Congo,CA,,,Government,Eximbank,CL,1.0,460,CNY,74,2,,,,,Fiber Optic Project
Signed,2006,Republic of Congo,CA,,,Government,Eximbank,CL,1.0,100,USD,85,2,,,,,National Telecom Phase I
Signed,2004,Cameroon,CA,,AfrGov,Government,CIDCA,ZIL,1.0,30,CNY,4,0,,,,,Economic and Technology Cooperation
Completed,2009,Cameroon,CA,,,Government,Eximbank,CL,1.0,190,CNY,28,2,,,5.5,20,Bafoussam Onmisports Stadium (Kouekong Stadium) Construction
Completed,2009,Cameroon,CA,,,Government,Eximbank,PEBC,1.0,61,USD,52,1,,,11.5,32,Optic Fiber Backbone Network (Construction of CTPhone)
Completed,2010,Cameroon,CA,,,Government,Eximbank,CL,1.0,337,CNY,51,2,,16.0,4.0,20,Mekin Hydropower Project 15MW
Completed,2010,Cameroon,CA,,,Government,Eximbank,PEBC,1.0,14,USD,14,,,,,20,Engineering Machinery; Included in Rehabilitation Process of the State-owned Civil Engineering Equipment Pool (MATGENIE)
Signed,2010,Cameroon,CA,,AfrGov,Government,CIDCA,ZIL,1.0,50,CNY,8,0,,,,,Economic and Technical Cooperation Agreement
Completed,2011,Cameroon,CA,,,Government,Eximbank,CL,1.0,433,CNY,69,2,,15.0,5.0,20,Electronic Postal Program
Completed,2011,Cameroon,CA,,,Government,Eximbank,PEBC,1.0,423,USD,423,2,,13.0,7.0,20,Kribi Port Project - Phase I
Signed,2011,Cameroon,CA,,AfrGov,Government,CIDCA,ZIL,1.0,100,CNY,16,0,,,,,Economic and Technical Cooperation Agreement
Completed,2011,Cameroon,CA,,,Government,Eximbank,CL,1.0,450,CNY,71,2,,15.0,5.0,20,Low Cost Social Housing (1500 Units)
Implementation,2012,Cameroon,CA,,,Government,Eximbank,PEBC,1.0,483,USD,483,2,,13.0,7.0,20,Yaoundé-Douala Highway - Phase I
Implementation,2011,Cameroon,CA,,,Government,Eximbank,EBC,1.0,542,USD,542,,Libor 6 months + 310 bps,10.0,5.0,15,Memve'ele Hydropower Project 211 MW
Implementation,2015,Cameroon,CA,,,Government,Eximbank,CL,1.0,513,CNY,79,2,,15.0,5.0,20,National Fiber-Optic Backbone Expansion
Signed,2007,Cameroon,CA,,AfrGov,Government,CIDCA,ZIL,1.0,20,CNY,3,0,,,,,Economic and Technology Cooperation
Signed,2006,Cameroon,CA,,AfrGov,Government,CIDCA,ZIL,1.0,40,CNY,5,0,,,,,Economic and Financial Agreement
Completed,2016,Cameroon,CA,,,Government,Eximbank,CL,1.0,938,CNY,135,2,,15.0,5.0,20,E-National Higher Education Network
Completed,2013,Cameroon,CA,,,Government,Eximbank,CL,1.0,430,CNY,71,2,,15.0,5.0,20,"MA60 Chinese Aircrafts Purchase, Two Units "
Implementation,2009,Cameroon,CA,,,Government,Eximbank,PEBC,1.0,97,USD,97,2,,15.0,5.0,20,Douala Water Supply Project - Phase II
Implementation,2012,Cameroon,CA,,,Government,Eximbank,EBC,1.0,253,EUR,333,,Euribor 6 months + 300 bps,,2.0,11,Military Equipment to MINDEF
Completed,2013,Cameroon,CA,,,Government,Eximbank,CL,1.0,1059,CNY,175,2,,15.0,5.0,20,"Potable Water Supply Projects in 9 Towns: Bafoussam, Bamenda, Kribi and Sangmelima - Phase I"
Implementation,2013,Cameroon,CA,,,Government,Eximbank,PEBC,1.0,156,USD,156,2,,15.0,5.0,20,Emergency Telecommunication Network
Implementation,2012,Cameroon,CA,,,Government,Eximbank,PEBC,1.0,168,USD,168,2,,15.0,5.0,20,National Telecom Broadband Network Project - Phase I
Implementation,2015,Cameroon,CA,,,Government,Eximbank,PEBC,1.0,337,USD,337,2,,15.0,5.0,20,National Broadband Telecommunication Network - Phase II (including South Atlantic Inter Link (SAIL) undersea cable and Zamengoe data center)
Completed,2008,Cameroon,CA,,,Government,Eximbank,CL,1.0,11000,XAF,23,,,,,,Douala Water Supply Project Treatment Plant - Phase I
Completed,2007,Cameroon,CA,,,Government,Eximbank,CL,1.0,350,CNY,48,2,,15.0,5.0,20,"300,000 CDMA Lines"
Completed,2007,Cameroon,CA,,,Government,CIDCA,ZIL,1.0,50,CNY,7,0,,,,,Douala Gyneco-Obstetric and Pediatric Hospital
Completed,2007,Cameroon,CA,,,Government,CIDCA,ZIL,1.0,30,CNY,4,0,,,,,Unknown
Signed,2007,Cameroon,CA,,,Government,CIDCA,ZIL,1.0,40,CNY,5,0,,,,,Unknown
Implementation,2017,Cameroon,CA,,,Government,Eximbank,PEBC,1.0,525,USD,525,2,,,5.0,20,"Kribi Port Project - Phase II (EBC Part, total US$675million)"
Implementation,2016,Cameroon,CA,,,Government,ICBC,CommL,1.0,303,USD,303,,,,,,"Warak Hydropower Project on Bini River, Adamaoua 75MW"
Implementation,2017,Cameroon,CA,,,Government,Eximbank,CL,1.0,150,USD,150,2,,,5.0,20,"Kribi Port Project - Phase II (CL Part, total US$675million)"
Implementation,2014,Cameroon,CA,,,Government,Eximbank,PEBC,1.0,386,USD,386,2,,15.0,5.0,20,"Kribi-Lolabe Highway, Kribi-Edéa Section - Phase I (100km)"
Implementation,2015,Cameroon,CA,,,Government,Eximbank,EBC,1.0,678,USD,678,,Libor 6 months + 400 bps,11.0,4.0,15,Yaounde Potable Water Supply from Sanaga River (PAEPYS)
Implementation,2018,Cameroon,CA,,,Government,Eximbank,CL,1.0,594,CNY,86,,,,,,"Potable Water Supply Projects in 9 Towns: Dschang, Yabassi, Maroua, Garoua, Garoua-Boulai - Phase II"
Completed,2009,Cameroon,CA,,,Government,Eximbank,CL,1.0,280,CNY,41,2,,15.0,5.0,20,Bafoussam & Limbe Stadiums
Implementation,2017,Cameroon,CA,,,Government,Eximbank,CommL,1.0,142,USD,142,,6M Libor + 3.2%,,3.0,15,"Memve'ele to Ebolowa Hydropower Transmission Lines , 225kV"
Implementation,2017,Cameroon,CA,,,Government,BoC,CommL,1.0,123,USD,123,,,,2.0,10,"Photovoltaic System, Electrification of 350 Communities - Phase II (184 Communities)"
Implementation,2018,Cameroon,CA,,,Government,BoC,CommL,1.0,42,USD,42,,,,,,National Extension of Intelligent Urban Video Surveillance System - Phase I
Signed,2019,Cameroon,CA,,,Government,BoC,CommL,1.0,32710,XAF,56,,,,,,"Ebolowa-Kribi, 225 KV and Mbalmayo-Mekin, 90 KV Transmission Lines"
Implementation,2016,Cameroon,CA,,,Government,Eximbank,Loan,1.0,38700,XAF,62,,,,,,Project for the Rehabilitation of the CRTV
Signed,2013,Cameroon,CA,,AfrGov,Government,CIDCA,ZIL,1.0,70,CNY,12,,,,,,Various Projects (Loan 2013/01)
Signed,2013,Cameroon,CA,,AfrGov,Government,CIDCA,ZIL,1.0,100,CNY,17,,,,,,Various Projects (Loan 2013/02)
Implementation,2019,Cameroon,CA,,AfrGov,Government,BoC,CommL,1.0,42,USD,42,,,,,,National Extension of Intelligent Urban Video Surveillance System - Phase II
Completed,2015,Cameroon,CA,,,Government,Eximbank,EBC,1.0,90,USD,90,,,,,,"Photovoltaic System, Electrification of 350 Communities - Phase I (166 Communities)"
Completed,2010,Cameroon,CA,2.0,AfrStateCom,Cameroon Telecommunications (CAMTEL) (SOE),Eximbank,Loan,1.0,40,USD,32,,,,,,"350,000 CDMA Lines"
Signed,2004,Gabon,CA,,,Government,CIDCA,ZIL,1.0,50,CNY,6,0,,,,,Unknown
Signed,2001,Gabon,CA,,,Government,CIDCA,ZIL,1.0,60,CNY,7,0,,,,,"Libreville, Omar Bongo Ondimba Palace Senate Building Construction "
Signed,2005,Gabon,CA,,,Government,CIDCA,ZIL,1.0,23,CNY,3,0,,,,,"Libreville Friendship Hospital Construction, Franceville Friendship Hospital Repais, Liberville Chinese Medical Camp"
Completed,2008,Gabon,CA,,,Government,Eximbank,CL,1.0,200000,XAF,318,,,,,,"Grand Poubara Hydropower Project 160MW, Phase I "
Signed,2008,Gabon,CA,,,Government,CIDCA,ZIL,1.0,60,CNY,9,0,,,,,Unknown
Completed,2011,Gabon,CA,,,Government,Eximbank,CL,1.0,850,CNY,135,2.5,,,,20,Libreville Power Grid Upgrade
Signed,2011,Gabon,CA,,,Government,CIDCA,ZIL,1.0,7000,XAF,14,0,,,,,Unknown
Implementation,2015,Gabon,CA,,,Government,ICBC,CommL,1.0,85,EUR,93,,,,1.5,10,Port Gentil Stadium
Implementation,2016,Gabon,CA,,,Government,Eximbank,EBC,1.0,103,USD,103,,6M Libor + 3.2%,12.0,3.0,15,"Farasol Mbega-Port-Gentil Road, 22 km"
Completed,2013,Gabon,CA,,,Government,Eximbank,CL,1.0,810,CNY,134,2,,,7.0,20,"Port Gentil-Omboue Road and Booue Bridge, 93km, CL Portion"
Completed,2013,Gabon,CA,,,Government,Eximbank,CommL,,493,USD,493,,,,,,"Port Gentil-Omboue Road and Booue Bridge, 93km, CommL Portion"
Implementation,2015,Gabon,CA,,,Government,ICBC,CommL,1.0,73,EUR,79,,,,1.5,10,Oyem Stadium
Signed,2011,Gabon,CA,,,Government,CIDCA,ZIL,1.0,4000,XAF,8,0,,,,,Friendship Stadium Finishing Stages
Implementation,2015,Gabon,CA,,,Government,Eximbank,CL,1.0,101,USD,101,2,,,5.0,15,Construction and Equipment for Three Professional Traning and Development Centers
Signed,2000,Gabon,CA,,,Government,CIDCA,ZIL,1.0,50,CNY,6,0,,,,,Unknown
Signed,2004,Gabon,CA,,,Government,CIDCA,ZIL,1.0,40,CNY,5,0,,,,,Unknown
Signed,2006,Gabon,CA,,,Government,CIDCA,ZIL,1.0,50,CNY,6,0,,,,,Unknown
Signed,2009,Gabon,CA,,,Government,CIDCA,ZIL,1.0,50,CNY,7,0,,,,,Unknown
Signed,2010,Gabon,CA,,,Government,CIDCA,ZIL,1.0,70,CNY,11,0,,,,,Unknown
Signed,2010,Gabon,CA,,,Government,CIDCA,ZIL,1.0,80,CNY,12,0,,,,,Unknown
Signed,2010,Gabon,CA,,,Government,CIDCA,ZIL,1.0,80,CNY,12,0,,,,,Unknown
Implementation,2014,Gabon,CA,,,Government,Zhongxing Telecommunication Equipment Corporation (ZTE),SC,1.0,89,EUR,108,,,,,,"Gabonese Administration Network (RAG), Phase II"
Signed,2015,Gabon,CA,,,Government,CIDCA,ZIL,1.0,50,CNY,8,0,,10.0,5.0,15,Unknown
Signed,2003,Gabon,CA,,,Government,CIDCA,ZIL,1.0,40,CNY,5,,,,,,Unknown
Completed,2001,Equatorial Guinea,CA,,,Government,CIDCA,ZIL,1.0,11,USD,11,0,,,,,"Niefang-Nkue Road, 34km"
Completed,2002,Equatorial Guinea,CA,,,Government,CIDCA,ZIL,1.0,6,USD,6,0,,,,,Headquarters for the National Radio and Television Network (RTVGE) in Malabo
Signed,2003,Equatorial Guinea,CA,,,Government,CIDCA,ZIL,1.0,50,CNY,6,0,,,,,"Bata-Niefang Road Rehabilitation, 63.345km"
Completed,2006,Equatorial Guinea,CA,,,Government,Eximbank,FA-sub,1.0,257,USD,257,5.5,,3.0,2.0,5,Djibloho Hydropower Project 120MW
Implementation,2017,Equatorial Guinea,CA,,,Government,Eximbank,FA-sub,1.0,208,USD,208,,,,,,Oyala (Djibloho) New Capital: 10 Ministerial Buildings
Implementation,2017,Equatorial Guinea,CA,,,Government,Eximbank,FA-sub,,261,USD,261,,,,,,"Micomeseng-Bonkoro Highway, 88.6 km"
Completed,2013,Equatorial Guinea,CA,,,Government,Eximbank,FA-sub,1.0,201,USD,201,,,,,,Djibloho Regulation Reservoir
Implementation,2017,Equatorial Guinea,CA,,,Government,Eximbank,FA-sub,1.0,175,USD,175,,,,,,Oyala (Djibloho) New Capital: 500 Units of Social Housing
Implementation,2017,Equatorial Guinea,CA,,,Government,Eximbank,FA-sub,1.0,128,USD,128,,,,,,Oyala (Djibloho) New Capital: 1200 Units of Presidential Palace Administrative Districts
Completed,2009,Equatorial Guinea,CA,,,Government,China Gezhouba Group Corporation (CGGC),SC,1.0,900,CNY,132,,,,,,Malabo Sewage Treatment Project
Implementation,2012,Equatorial Guinea,CA,,,Government,Eximbank,Loan,1.0,330,USD,330,,,,,,National Institute of Sports
Completed,2016,Equatorial Guinea,CA,,,Government,Eximbank,PEBC,1.0,290,USD,290,,,,,,"Bata City Power Grid, Phase II"
Signed,2019,Equatorial Guinea,CA,,,Government,CDB,FA-sub,1.0,12,USD,12,,,,,,Akpoga Electricity Infrastructure
Implementation,2019,Equatorial Guinea,CA,,,Government,CDB,FA-sub,1.0,83,USD,83,,,,,,High Voltage Electricity Network Extension and Maintenance
Completed,2008,Equatorial Guinea,CA,,,Government,Eximbank,CL,1.0,201,USD,201,,,,,,"Malabo Power Grid, Phase 2"
Completed,2007,Equatorial Guinea,CA,,,Government,Eximbank,PEBC,1.0,380,USD,380,,,,,,"Malabo, Bata, and Ruba: 4,800 Units of Social Housing"
Signed,2004,Equatorial Guinea,CA,,,Government,CIDCA,ZIL,1.0,40,CNY,5,0,,,,,Interest-Free Loan
Signed,2005,Equatorial Guinea,CA,,,Government,CIDCA,ZIL,1.0,40,CNY,5,0,,,,,Technical Cooperation Agreement
Signed,2005,Equatorial Guinea,CA,,,Government,CIDCA,ZIL,1.0,40,CNY,5,0,,,,,Interest-Free Loan
Signed,2007,Equatorial Guinea,CA,,,Government,CIDCA,ZIL,1.0,30,CNY,4,0,,,,,"Bata, Design/Construction of a New Office Building for the Ministry of Foreign Affairs "
Signed,2007,Equatorial Guinea,CA,,,Government,CIDCA,ZIL,1.0,20,CNY,3,0,,,,,Technical Cooperation Agreement
Completed,2010,Equatorial Guinea,CA,,,Government,Eximbank,PEBC,1.0,300,USD,300,,,,,,"Bata City Power Grid, Phase I"
Completed,2007,Chad,CA,2.0,AfrStateCom,Société Nationale de Ciment du Tchad (SONACIM) (SOE),Eximbank,CL,1.0,700,CNY,96,,Libor+1.5,,5.0,,Baoare Cement Factory
Completed,2011,Chad,CA,6.0,JV,"N'Djarmaya Refinery Company (Société de Raffinage de N’Djermaya) (CNPC 60%, Chad 40%)",Eximbank,PEBC,1.0,330,USD,330,,,,5.0,15,N'Djarmaya Oil Refinery
Completed,2007,Chad,CA,,,Government,Eximbank,CL,1.0,25,USD,25,1.5,,,5.0,,CDMA 2000 Telecommunications Network in 27 Municipalities
Completed,2012,Chad,CA,,,Government,Eximbank,PEBC,1.0,130,USD,130,,,,,,N'Djamena 90kV Ring Transmission Line & N'Djamena - Djarmaya Refinery 60kv Transmission Line
Implementation,2019,Chad,CA,,,Government,Eximbank,CL,,110412,XAF,189,2,,,5.0,20,Modernization of National Information and Communication Technologies (NTIC)
Signed,2008,Burundi,EA,,,Government,CIDCA,ZIL,1.0,15,CNY,2,0,,,,,Unknown
Signed,2011,Burundi,EA,,,Government,CIDCA,ZIL,1.0,100,CNY,16,0,,,,,Unknown
Completed,2017,Burundi,EA,,,Government,Eximbank,CL,1.0,33,USD,33,2,,20.0,5.0,25,Digital Broadcasting Upgrade
Completed,2017,Burundi,EA,2.0,AfrStateCom,Office National des Télécommunications du Burundi (ONATEL) (SOE),"Huawei Technologies Co., Ltd.",SC,1.0,30,USD,30,,,,,,ONAMOB Network Modernization
Completed,2014,Burundi,EA,2.0,AfrStateCom,Office National des Télécommunications du Burundi (ONATEL) (SOE),Eximbank,CL,1.0,15,USD,15,,,,,,"Bujumbara Metropolitan Area Telecom Network, 220km of Optical Fibre"
Signed,2009,Burundi,EA,,,Government,CIDCA,ZIL,1.0,50,CNY,7,0,,,,,economic and technical cooperation
Signed,2011,Burundi,EA,,,Government,CIDCA,ZIL,1.0,100,CNY,16,0,,,,,Economic and Technical Cooperation
Signed,2012,Burundi,EA,,,Government,CIDCA,ZIL,1.0,50,CNY,8,0,,,,,Economic and Technical Cooperation
Completed,2003,Djibouti,EA,2.0,AfrStateCom,Djibouti Télécommunication Co (Djibouti Telecom) (SOE),Eximbank,CL,1.0,100,CNY,12,,,10.0,3.0,13,National Telecom Mobile Expansion
Completed,2012,Djibouti,EA,,,Government,Eximbank,Loan,1.0,64,USD,64,,,,,,Goubet Salt Port
Completed,2017,Djibouti,EA,6.0,JV,"Port of Djibouti S.A. (PDSA) (Dijbouti 76.5%, CMP 23.5%)",China Merchants Port Holdings Company Limited (CMPort),SC,1.0,150,USD,150,,,,,,Djibouti Free Trade Zone
Completed,2013,Djibouti,EA,,,Government,Eximbank,CommL,1.0,492,USD,492,,Libor 6M+3,9.0,6.0,15,"Addis-Djibouti Railway (Djibouti share), 100km, Ali Sabieh to Nagad"
Completed,2013,Djibouti,EA,,,Government,Eximbank,CL,1.0,322,USD,322,2,,12.0,7.0,20,Djibouti-Ethiopia Water Pipeline
Completed,2016,Djibouti,EA,,,Government,Eximbank,PEBC,1.0,20,USD,20,,,,,,"90km Nagad-HollHoll-AliSabieh Power Line, 63 KV, Phase II "
Signed,2011,Djibouti,EA,,,Government,CIDCA,ZIL,1.0,50,CNY,8,0,,,,,Economic and Technical Cooperation Agreement
Implementation,2016,Djibouti,EA,,,Government,Eximbank,CL,1.0,344,USD,344,2,,13.0,7.0,20,"Doraleh Multipurpose Port, Damerjog Livestock Port"
Completed,2010,Djibouti,EA,,,Government,CN Gov,Loan,1.0,6398,DFJ,36,,,,,,"Nagad-Doraleh Port Railway Ramp (Addis-Djibouti railway continuation), 15km"
Signed,2000,Eritrea,EA,,,Government,CIDCA,ZIL,1.0,10,USD,10,0,,,,,"Asmara, Orotta Hospital Construction "
Completed,2007,Eritrea,EA,,,Government,Eximbank,CL,1.0,353,CNY,48,,,,,,Gedem Cement Factory
Signed,2006,Eritrea,EA,,,Government,Eximbank,CL,1.0,166,CNY,21,,,,,,"Asmara, CDMI Telecom Phase I"
Signed,2010,Eritrea,EA,,,Government,CIDCA,ZIL,1.0,6,USD,6,0,,,,,Food Security Development
Completed,2014,Eritrea,EA,,,Government,Eximbank,CL,1.0,100,USD,100,,,,,,Hirgigo Thermal Power Plant Upgrade 2X23MW (46MW)
Completed,2011,Eritrea,EA,,,Government,Eximbank,EBC,1.0,100,USD,100,,,,,,"Machinery Supply for the Mining, Agriculture, Transport & Infrastructure Industries, Phase I"
Completed,2012,Eritrea,EA,,,Government,Eximbank,EBC,1.0,62,USD,62,,,,,,"Machinery Supply for the Mining, Agriculture, Transport & Infrastructure Industries, Phase II"
Completed,2015,Eritrea,EA,,,Government,Eximbank,EBC,1.0,96,USD,96,,,,,,"Machinery Supply for the Mining, Agriculture, Transport & Infrastructure Industries, Phase III"
Completed,2012,Eritrea,EA,,,Government,Eximbank,CL,1.0,630,CNY,101,,,,,,"Agro-processing Projects - 3 Food Cold Storage Warehouses in 3 Cities, 1 Canning Factory, Drip-irrigation PVC Pipe Production Factory"
Implementation,2018,Eritrea,EA,,AfrGov,Government,Eximbank,CL,1.0,87,USD,87,,,,,,"Adi-Guaedad to Habela Long Asphalt Road, 29km "
Signed,2001,Ethiopia,EA,,,Government,CIDCA,ZIL,1.0,1,USD,1,0,,,,,Awassa Textile Plant Equipment Upgrade
Completed,2006,Ethiopia,EA,,,Government,Zhongxing Telecommunication Equipment Corporation (ZTE),SC,1.0,1900,USD,1900,,Libor 6M+1,,3.0,10,"Millenium Plan Telecom Project Phase I, II, III"
Completed,2007,Ethiopia,EA,,,Government,Eximbank,EBC,1.0,91,USD,91,,,,,,"Tatek, Mugher Cement Enterprise Plant Expansion "
Completed,2007,Ethiopia,EA,,,Government,Eximbank,EBC,1.0,116,USD,116,,,,,,"Finchaa-Amerti-Neshe (FAN) Hydropower Project, 97MW"
Completed,2009,Ethiopia,EA,,,Government,Eximbank,PEBC,1.0,349,USD,349,2,,,7.0,20,"Addis-Adama Expressway Phase I, 80km"
Completed,2009,Ethiopia,EA,,,Government,EximBank,EBC,1.0,270,USD,270,2.43,,9.0,3.0,12,Genale-Dawa III Hydropower Project 3x84.7(254MW)
Signed,2010,Ethiopia,EA,,,Government,CIDCA,ZIL,1.0,30,CNY,5,0,,10.0,10.0,20,Unknown
Completed,2011,Ethiopia,EA,,,Government,Eximbank,CL,1.0,441,CNY,70,2,,,7.0,20,"Meskere Sq-Bole Road, 4.3km"
Completed,2010,Ethiopia,EA,,,Government,Eximbank,CL,1.0,99,USD,99,2,,,8.0,20,"Adama Wind Farm I, 51MW"
Completed,2011,Ethiopia,EA,,,Government,Eximbank,CL,1.0,96,USD,96,2,,,8.0,21,Addis Ababa Deep Well Water Supply Project III
Signed,2011,Ethiopia,EA,,,Government,CIDCA,ZIL,1.0,30,CNY,5,0,,,10.0,20,Unknown
Completed,2010,Ethiopia,EA,,,Government,Eximbank,CL,1.0,172,CNY,26,,,,,,"Container/Vehicle Inspection Systems Project, 51 Machines"
Completed,2011,Ethiopia,EA,,,Government,Eximbank,CommL,1.0,475,USD,475,,6M Libor+2.6,,3.0,10,"Addis-Ababa Light Rail, 17.35km"
Signed,2012,Ethiopia,EA,,,Government,CIDCA,ZIL,1.0,100,CNY,16,0,,,10.0,20,Unknown
Implementation,2012,Ethiopia,EA,3.0,AfrStateBanks,Development Bank of Ethiopia (DBE) (SOE),CDB,CommL,1.0,25,USD,25,,Libor 6M,7.0,3.0,10,SMEs
Completed,2012,Ethiopia,EA,2.0,AfrStateCom,Ethiopia Sugar Corporation (ESC) (SOE),CDB,CommL,1.0,123,USD,123,,Libor 6M+2.6,7.0,3.0,10,Kessem Sugar Factory
Signed,2012,Ethiopia,EA,,,Government,CIDCA,ZIL,1.0,13,USD,13,0,,,,,Unknown
Completed,2011,Ethiopia,EA,2.0,AfrStateCom,Ethiopian Shipping Line Corporation (ESL) (SOE),Eximbank,EBC,1.0,235,USD,235,,,,,,Purchase of 9 Freight Ships
Completed,2010,Ethiopia,EA,2.0,AfrStateCom,Ethiopian Electric Power Corporation (EEPCo) (SOE),ICBC,CommL,1.0,425,USD,425,3.067,,,4.0,11,Gibe III Hydropower Project 10x187(1870MW) (ICBC loan)
Completed,2011,Ethiopia,EA,2.0,AfrStateCom,Ethiopian Electric Power Corporation (EEPCo) (SOE),Eximbank,CL,1.0,89,USD,89,2,,,8.0,21,Gibe III Hydropower Project 10x187(1870MW) (Eximbank loan)
Completed,2013,Ethiopia,EA,,,Government,Eximbank,CL,1.0,293,USD,293,2,,,8.0,20,Adama Wind Farm II 153MW
Completed,2013,Ethiopia,EA,,,Government,State Grid Corporation of China (SGCC),SC,1.0,1003,USD,1003,3.08,,,3.0,15,"1400 km, Renaissance Dam to Addis Ababa Power Transmission Line and Distribution, 500kV"
Completed,2013,Ethiopia,EA,,,Government,Eximbank,CommL,1.0,220,USD,220,,Libor 6M+3,,6.0,15,"Addis-Djibouti Railway (Ethiopian share, total 2.49bn) 656km, Tranche A"
Completed,2013,Ethiopia,EA,,,Government,Eximbank,CommL,1.0,981,USD,981,,Libor 6M+3,,6.0,15,"Addis-Djibouti Railway (Ethiopian share, total 2.49bn) 656km, Tranche B"
Completed,2013,Ethiopia,EA,,,Government,Eximbank,CommL,1.0,1289,USD,1289,,Libor 6M+3,,6.0,15,"Addis-Djibouti Railway (Ethiopian share, total 2.49bn) 656km, Tranche C"
Completed,2013,Ethiopia,EA,,,Government,"Huawei Technologies Co., Ltd.",SC,1.0,800,USD,800,,Libor 6M+3,,3.0,13,Telecom Transformation and Expansion 7 Circles - Huawei
Completed,2013,Ethiopia,EA,,,Government,Zhongxing Telecommunication Equipment Corporation (ZTE),SC,1.0,300,USD,300,,Libor 6M+3,,3.0,13,Telecom Transformation and Expansion 6 Circles - ZTE
Completed,2013,Ethiopia,EA,2.0,AfrStateCom,Ethiopia Sugar Corporation (ESC) (SOE),CDB,CommL,1.0,290,USD,290,,Libor 6M+2.6,,3.0,13,"Omo-Kuraz Sugar Factory 2, South Omo Zone"
Completed,2013,Ethiopia,EA,2.0,AfrStateCom,Ethiopia Sugar Corporation (ESC) (SOE),CDB,CommL,1.0,290,USD,290,,Libor 6M+2.6,,3.0,13,"Omo-Kuraz Sugar Factory 3, South Omo Zone"
Completed,2013,Ethiopia,EA,,,Government,Eximbank,PEBC,1.0,143,USD,143,2,,,7.0,20,"Addis-Adama Expressway Phase II (Toll Montovay), 28km"
Completed,2014,Ethiopia,EA,,,Government,Eximbank,PEBC,1.0,187,USD,187,2,,,7.0,20,"Dire Dawa-Dewalle Road, 220 km"
Implementation,2014,Ethiopia,EA,2.0,AfrStateCom,Ethiopia Sugar Corporation (ESC) (SOE),Eximbank,CommL,1.0,500,USD,500,,Libor 6M+2.6,,2.0,12,"Welkait Sugar Mill, Tigray Region"
Implementation,2014,Ethiopia,EA,,,Government,"Huawei Technologies Co., Ltd.",SC,1.0,34,USD,34,,Libor 6M+2.6,,2.0,12,Telecoms-Huawei-Electricity
Implementation,2014,Ethiopia,EA,,,Government,Zhongxing Telecommunication Equipment Corporation (ZTE),SC,1.0,28,USD,28,,Libor 6M+2.6,,2.0,12,Telecoms-ZTE-Electricity
Implementation,2015,Ethiopia,EA,2.0,AfrStateCom,Ethiopia Sugar Corporation (ESC) (SOE),ICBC,CommL,1.0,550,USD,550,,,,,,"Omo-Kuraz Sugar Factory - 5, South Omo Zone"
Signed,2014,Ethiopia,EA,,,Government,CIDCA,ZIL,1.0,150,CNY,24,0,,20.0,10.0,30,Framework Agreement
Completed,2013,Ethiopia,EA,,,Government,Eximbank,CL,1.0,1450,CNY,239,2,,,7.0,20,Bole Airport Expansion
Implementation,2017,Ethiopia,EA,,,Government,Eximbank,PEBC,1.0,219,USD,219,,,,,,"Aysha Wind Farm II, 120MW"
